id,dateofsemiday,time
20221214N,20221214,N
20221215D,20221215,D
20221215N,20221215,N
20221216D,20221216,D
20221216N,20221216,N
20221217D,20221217,D
20221217N,20221217,N
20221218D,20221218,D
20221218N,20221218,N
20221219D,20221219,D
20221219N,20221219,N
20221220D,20221220,D
20221220N,20221220,N
20221221D,20221221,D
20221221N,20221221,N
20221222D,20221222,D
20221222N,20221222,N
20221223D,20221223,D
20221223N,20221223,N
20221224D,20221224,D
20221224N,20221224,N
20221225D,20221225,D
20221225N,20221225,N
20221226D,20221226,D
20221226N,20221226,N
20221227D,20221227,D
20221227N,20221227,N
20221228D,20221228,D
20221228N,20221228,N
20221229D,20221229,D
20221229N,20221229,N
20221230D,20221230,D
20221230N,20221230,N
20221231D,20221231,D
20221231N,20221231,N
